EID,GPU Duration (ms),Rasterized Primitives,Samples Passed,VS Invocations,PS Invocations,CS Invocations,dram__bytes_op_read.sum (bytes),dram__bytes_op_write.sum (bytes),gpu__time_active.sum,gpu__time_duration.sum,sm__inst_executed.sum,dram__bytes_op_read.avg (bytes),dram__bytes_op_write.avg (bytes),sm__inst_executed.avg,tpc__average_registers_per_thread_shader_3d.avg.ratio,l1tex__t_sector_hit_rate.avg.pct (%),lts__average_t_sector_hit_rate_realtime.avg.pct (%),lts__t_sector_hit_rate.avg.pct (%),smsp__warp_issue_stalled_barrier_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_branch_resolving_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_dispatch_stall_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_drain_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_lg_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_long_scoreboard_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_long_scoreboard_pipe_l1tex_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_math_pipe_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_membar_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_mio_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_mio_throttle_pipe_mio_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_misc_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_no_instruction_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_not_selected_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_selected_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_short_scoreboard_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_sleeping_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_tex_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_wait_per_warp_active.avg.pct (%),tpc__average_registers_per_thread_shader_3d.avg.pct (%),tpc__average_registers_per_thread_shader_cs.avg.pct (%),tpc__average_registers_per_thread_shader_ps.avg.pct (%),tpc__average_registers_per_thread_shader_vtg.avg.pct (%)
68,0.00192,0,0,0,0,0,103936.00,90880.00,7072.00,7018.51852,0.00,17322.66667,15146.66667,0.00,0.00,0.00,88.39462,90.83791,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69,0.00573,0,0,0,0,0,82176.00,2121728.00,8928.00,8888.88889,0.00,13696.00,353621.33333,0.00,0.00,0.00,28.51313,29.14826,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,0.03965,2,2433426,4,2433426,0,36608.00,3634688.00,42048.00,42018.51852,3741145.00,6101.33333,605781.33333,77940.52083,58.315,99.93716,5.38699,5.32829,0.00,1.7398,0.20889,0.41367,0.00,30.57688,30.57688,0.2442,0.00,7.7037,7.7037,0.65049,1.17242,4.00886,10.59119,11.37756,0.00,8.41014,25.70955,22.7793,0.00,6.05202,2.29217
128,0.0049,2,256,4,256,0,6400.00,6900992.00,10848.00,10805.55556,643.00,1066.66667,1150165.33333,13.39583,24.28969,64.91228,99.99912,137682.96578,0.00,0.40631,0.00846,0.27934,0.00,53.22724,53.22724,0.00,0.00,0.67296,0.67296,0.16507,4.69801,0.08042,2.72146,20.74322,0.00,0.00,6.25979,9.48816,0.00,2.29734,3.84445
150,0.00566,2,2175,4,2175,0,4864.00,0.00,9376.00,9324.07407,11718.00,810.66667,0.00,244.125,33.32809,90.39409,98.2906,94.36913,0.00,0.44005,0.00416,0.10949,0.00,0.22522,0.22522,0.23493,0.00,2.14205,2.14205,0.16632,5.23836,1.98405,8.12053,77.57881,0.00,0.00,8.41921,13.01878,0.00,3.89278,3.58624
163,0.00518,2,2175,4,2175,0,6144.00,0.00,7424.00,7379.62963,16728.00,1024.00,0.00,348.50,31.84248,90.39409,93.27731,86.59942,0.00,0.92792,0.20998,0.0844,0.00,13.44271,13.44271,0.63868,0.00,1.47088,1.47088,0.12352,5.62206,2.12654,8.6091,54.47696,0.00,0.00,9.39703,12.43847,0.00,3.13411,3.67715
179,0.00627,10,319,20,319,0,27392.00,0.00,8928.00,8870.37037,1059.00,4565.33333,0.00,22.0625,16.9164,17.48072,73.35907,61.95952,0.00,0.28345,0.00186,0.08205,0.00,35.95338,35.95338,0.00,0.00,0.24056,0.24056,0.17902,2.45221,0.02984,1.97483,24.51469,0.00,0.00,3.86946,6.60797,0.00,2.26998,2.27936
199,0.00531,2,256,4,256,0,1792.00,0.00,7936.00,7888.88889,743.00,298.66667,0.00,15.47917,14.29079,74.59016,96.26866,89.10506,0.00,0.38852,0.00347,0.2012,0.00,55.4272,55.4272,0.00,0.00,0.44403,0.44403,0.1561,3.89218,0.03469,2.57744,21.61168,0.00,0.00,5.9805,5.58234,0.00,2.21787,2.82198
213,0.00474,12,369,24,369,0,15616.00,0.00,6944.00,6925.92593,1161.00,2602.66667,0.00,24.1875,24.9247,10.89109,87.96992,75.86207,0.00,0.50955,0.00,0.21838,0.00,55.13497,55.13497,0.00,0.00,1.16773,1.16773,0.31241,3.6791,0.16075,3.52138,32.39005,0.00,0.00,6.95481,9.73621,0.00,2.24934,2.27518
231,0.0047,2,256,4,256,0,1280.00,0.00,6752.00,6731.48148,743.00,213.33333,0.00,15.47917,24.48296,75.59055,96.2963,95.35073,0.00,0.39605,0.01061,0.21217,0.00,53.58393,53.58393,0.00,0.00,0.64005,0.64005,0.15913,4.49097,0.10962,2.62739,28.81997,0.00,0.00,6.10347,9.56366,0.00,2.09493,2.17956
249,0.03456,2,2383227,4,2383227,0,4096.00,0.00,37344.00,37333.33333,3665979.00,682.66667,0.00,76374.5625,71.60641,99.93587,98.04206,98.27309,0.00,1.92855,0.23733,0.45841,0.00,28.36259,28.36259,0.27164,0.00,9.18364,9.18364,0.72129,1.28455,4.61332,11.741,12.54721,0.00,0.30262,28.50278,27.97125,0.00,6.99016,1.96228
263,0.0055,2,39501,4,39501,0,0.00,0.00,9728.00,9703.7037,66684.00,0.00,0.00,1389.25,25.33713,97.87328,100.00,100.95709,0.00,0.93332,0.12344,0.21693,0.00,42.84691,42.84691,0.1376,0.00,7.67781,7.67781,0.34045,2.02583,2.25018,5.68849,13.62878,0.00,1.11264,13.84426,9.89731,0.00,2.88115,2.99674
280,0.00541,2,39501,4,39501,0,0.00,0.00,7648.00,7629.62963,202587.00,0.00,0.00,4220.5625,33.01874,97.87328,100.00,99.08453,0.00,0.46399,0.58616,0.10761,0.00,1.59891,1.59891,0.54694,0.00,20.32075,20.32075,0.17566,1.02375,22.50939,8.60001,43.6255,0.00,0.04996,9.01959,12.89794,0.00,2.98029,2.52368
295,0.00435,2,1820,4,1820,0,0.00,0.00,6176.00,6111.11111,3229.00,0.00,0.00,67.27083,25.05102,92.25806,98.97959,91.66194,0.00,0.84448,0.02269,0.22206,0.00,36.32385,36.32385,0.10374,0.00,1.93046,1.93046,0.24151,11.02196,0.39063,5.23381,32.0966,0.00,0.00,12.48075,9.78556,0.00,2.48233,0.85519
310,0.0047,2,144,4,144,0,2560.00,0.00,6592.00,6546.2963,393.00,426.66667,0.00,8.1875,25.32448,58.06452,100.00,95.55175,0.00,0.45458,0.00,0.19482,0.00,58.63301,58.63301,0.00,0.00,0.34094,0.34094,0.19482,5.91769,0.00,3.19019,38.23362,0.00,0.00,6.99732,9.89237,0.00,2.62198,1.49615
326,0.00461,10,284,20,284,0,1024.00,0.00,8544.00,8509.25926,1008.00,170.66667,0.00,21.00,23.55168,12.19512,99.6063,98.96226,0.00,0.60502,0.00,0.15125,0.00,26.83081,26.83081,0.00,0.00,0.49998,0.49998,0.39494,4.88215,0.07143,4.23512,49.04836,0.00,0.00,8.26436,9.19988,0.00,2.34814,3.06963
346,0.00522,2,1820,4,1820,0,7936.00,0.00,15200.00,15166.66667,9632.00,1322.66667,0.00,200.66667,32.40581,92.25806,96.74419,94.89093,0.00,0.40566,0.00156,0.11991,0.00,0.18843,0.18843,0.1822,0.00,1.66079,1.66079,0.15417,5.38179,1.44745,7.49963,74.07131,0.00,0.00,7.77604,12.65852,0.00,3.21686,2.74211
363,0.00419,2,1620,4,1620,0,2048.00,0.00,8960.00,8935.18519,2886.00,341.33333,0.00,60.125,24.76965,91.27273,97.67442,18.57562,0.00,0.82739,0.0214,0.1908,0.00,35.13017,35.13017,0.10164,0.00,2.2771,2.2771,0.24964,10.75071,0.35307,5.14622,33.20435,0.00,0.00,12.26284,9.67565,0.00,2.45899,3.10818
378,0.004,2,144,4,144,0,0.00,0.00,6464.00,6407.40741,393.00,0.00,0.00,8.1875,24.7142,64.51613,100.00,12.60637,0.00,0.67895,0.00,0.15761,0.00,18.29534,18.29534,0.00,0.00,0.47284,0.47284,0.29098,9.00824,0.00,4.76479,50.72745,0.00,0.00,10.45102,9.65398,0.00,2.43788,2.50557
392,0.00416,18,469,36,469,0,366848.00,0.00,9920.00,9879.62963,1761.00,61141.33333,0.00,36.6875,23.9802,19.60073,19.44605,22.904,0.00,0.53431,0.00,0.20898,0.00,50.09372,50.09372,0.00,0.00,1.06647,1.06647,0.36626,4.25509,0.16159,3.79403,31.79576,0.00,0.00,7.31014,9.36727,0.00,2.33302,2.69816
412,0.00451,2,1620,4,1620,0,308480.00,0.00,8832.00,8777.77778,8589.00,51413.33333,0.00,178.9375,32.25443,91.27273,17.71879,16.80075,0.00,0.40092,0.00173,0.14343,0.00,0.20391,0.20391,0.20737,0.00,1.6676,1.6676,0.15294,5.60418,1.45073,7.42126,73.95516,0.00,0.00,7.69949,12.59939,0.00,3.1153,4.4883
429,0.00403,2,3220,4,3220,0,245760.00,0.00,7104.00,7083.33333,5581.00,40960.00,0.00,116.27083,25.40678,91.88192,21.41667,19.05152,0.00,0.84234,0.02045,0.21384,0.00,35.88761,35.88761,0.10413,0.00,2.10212,2.10212,0.24359,10.45296,0.37654,5.18883,31.8656,0.00,0.00,12.44166,9.92452,0.00,2.48549,2.9225
444,0.00384,2,144,4,144,0,220672.00,0.00,6464.00,6425.92593,393.00,36778.66667,0.00,8.1875,25.05532,64.51613,15.66633,13.37121,0.00,0.75963,0.00,0.58329,0.00,18.44818,18.44818,0.00,0.00,0.56972,0.56972,0.32556,8.47802,0.00,5.33098,37.43896,0.00,0.00,11.69289,9.78723,0.00,2.46045,2.77111
458,0.00525,20,657,40,657,0,281856.00,0.00,7584.00,7537.03704,2067.00,46976.00,0.00,43.0625,23.80604,24.82947,24.84121,22.63875,0.00,0.55147,0.00,0.18011,0.00,59.70737,59.70737,0.00,0.00,0.56075,0.56075,0.35094,3.7656,0.06499,3.83801,34.1169,0.00,0.00,7.49592,9.29924,0.00,2.6957,2.41063
478,0.00451,2,3220,4,3220,0,251392.00,0.00,7072.00,7027.77778,16784.00,41898.66667,0.00,349.66667,31.70792,91.88192,20.87542,19.43641,0.00,0.40575,0.00178,0.11771,0.00,0.243,0.243,0.19485,0.00,1.70859,1.70859,0.15249,5.88734,1.454,7.48357,70.66275,0.00,0.00,7.75288,12.38591,0.00,3.214,3.39806
492,0.00416,12,323,24,323,0,241920.00,0.00,6976.00,6953.7037,1110.00,40320.00,0.00,23.125,24.92868,10.05587,24.4796,23.99644,0.00,0.66039,0.00825,0.20225,0.00,44.63431,44.63431,0.00,0.00,0.83787,0.83787,0.41687,4.01189,0.15272,4.58148,43.88311,0.00,0.00,9.00611,9.73777,0.00,2.43186,2.35617
512,0.00438,2,300,4,300,0,198144.00,0.00,6272.00,6231.48148,877.00,33024.00,0.00,18.27083,24.78897,69.86301,22.62156,86.75384,0.00,0.76075,0.00,0.18459,0.00,29.44006,29.44006,0.0895,0.00,0.82788,0.82788,0.21816,13.44185,0.00,4.90574,41.52822,0.00,0.00,11.25468,9.68319,0.00,2.42429,2.00026
529,0.00451,2,100,4,100,0,197888.00,0.00,6304.00,6259.25926,990.00,32981.33333,0.00,20.625,33.09959,65.21739,21.39785,86.34361,0.00,0.38639,0.00,0.2622,0.00,0.00,0.00,0.1242,0.00,0.40019,0.40019,0.1656,6.51349,0.00,6.83088,74.90513,0.00,0.00,7.27248,12.92953,0.00,3.25983,3.25895
540,0.00464,2,100,4,100,0,18944.00,0.00,6208.00,6175.92593,990.00,3157.33333,0.00,20.625,35.48083,65.21739,84.81013,50.91743,0.00,0.28264,0.00,0.19179,0.00,0.00,0.00,0.09085,0.00,0.29274,0.29274,0.12113,4.89578,0.00,4.99672,56.94241,0.00,0.00,5.31974,13.8597,0.00,3.191,3.69291
554,0.00464,12,311,24,311,0,21760.00,0.00,7200.00,7166.66667,1008.00,3626.66667,0.00,21.00,24.67769,29.32961,80.54608,35.08097,0.00,0.38051,0.00,0.12419,0.00,25.43864,25.43864,0.00,0.00,0.16119,0.16119,0.24575,3.64919,0.03699,2.66357,21.5807,0.00,0.00,5.19501,9.63972,0.00,2.41031,2.17037
574,0.0041,2,144,4,144,0,34048.00,0.00,6592.00,6574.07407,443.00,5674.66667,0.00,9.22917,24.37345,63.63636,62.7907,72.43173,0.00,0.63524,0.00,0.25806,0.00,15.6129,15.6129,0.00,0.00,0.59553,0.59553,0.26799,7.05707,0.00,4.39702,50.86849,0.00,0.00,9.77667,9.52088,0.00,2.44959,2.2286
588,0.0041,24,671,48,671,0,60160.00,0.00,6432.00,6388.88889,2424.00,10026.66667,0.00,50.50,24.22685,15.53885,66.17406,79.56567,0.00,0.52401,0.00297,0.19446,0.00,50.32435,50.32435,0.00,0.00,0.81942,0.81942,0.32509,3.44096,0.12024,3.59831,26.71268,0.00,0.00,7.12388,9.46361,0.00,2.40008,2.06742
608,0.00502,2,2220,4,2220,0,46592.00,75776.00,9056.00,9018.51852,12016.00,7765.33333,12629.33333,250.33333,32.50672,91.55673,82.50905,283.98922,0.00,0.40599,0.0025,0.1168,0.00,0.21986,0.21986,0.19987,0.00,1.60333,1.60333,0.15365,6.12727,1.31789,7.50512,72.47102,0.00,0.00,7.77994,12.69794,0.00,3.22104,5.92616
625,0.0041,2,540,4,540,0,19712.00,7936.00,8512.00,8472.22222,1122.00,3285.33333,1322.66667,23.375,25.98079,87.7551,78.01724,48.19903,0.00,0.77329,0.01318,0.18453,0.00,31.54657,31.54657,0.09227,0.00,1.55975,1.55975,0.21968,10.43937,0.23726,4.9297,40.14938,0.00,0.00,11.46309,10.14875,0.00,2.58651,4.91838
640,0.00467,2,256,4,256,0,12288.00,7424.00,7360.00,7324.07407,593.00,2048.00,1237.33333,12.35417,28.30971,60.27397,93.37017,76.25941,0.00,0.43228,0.00491,0.14737,0.00,48.35683,48.35683,0.00,0.00,0.48632,0.48632,0.17684,4.82881,0.03439,2.913,26.92931,0.00,0.00,6.65619,11.05848,0.00,2.42861,2.26681
659,0.00461,2,540,4,540,0,11008.00,8192.00,7072.00,7037.03704,3225.00,1834.66667,1365.33333,67.1875,32.4704,87.7551,95.91837,52.68256,0.00,0.39721,0.00903,0.24149,0.00,0.15798,0.15798,0.19635,0.00,1.2977,1.2977,0.15572,6.53366,0.94563,7.27843,74.28288,0.00,0.00,7.59439,12.68375,0.00,3.17335,2.53154
676,0.0039,2,540,4,540,0,15872.00,3734528.00,9504.00,9472.22222,1122.00,2645.33333,622421.33333,23.375,24.94496,91.83673,85.89212,90.54134,0.00,0.82925,0.01885,0.18847,0.00,29.27346,29.27346,0.09894,0.00,1.78571,1.78571,0.24501,11.58594,0.33453,5.28647,31.75179,0.00,0.00,12.28798,9.74413,0.00,2.46746,4.28969
691,0.00464,2,256,4,256,0,4864.00,0.00,7488.00,7435.18519,593.00,810.66667,0.00,12.35417,23.85949,65.21739,98.64865,82.44644,0.00,0.24355,0.00,0.0941,0.00,30.04816,30.04816,0.00,0.00,0.19373,0.19373,0.09963,2.80361,0.00,1.6412,12.31318,0.00,0.00,3.74737,9.32011,0.00,2.35842,1.94247
710,0.00474,2,540,4,540,0,2560.00,0.00,7424.00,7379.62963,3225.00,426.66667,0.00,67.1875,32.4905,91.83673,100.00,93.1612,0.00,0.3959,0.00,0.11855,0.00,0.1767,0.1767,0.16105,0.00,1.46506,1.46506,0.15433,5.77078,1.181,7.21347,75.07605,0.00,0.00,7.52662,12.6916,0.00,3.11835,3.67765
727,0.00403,2,540,4,540,0,14592.00,0.00,6880.00,6833.33333,1122.00,2432.00,0.00,23.375,24.76465,87.87879,92.14876,106.17685,0.00,0.78716,0.01789,0.18784,0.00,27.68907,27.68907,0.09392,0.00,1.61903,1.61903,0.22362,12.25905,0.29071,5.01811,32.57301,0.00,0.00,11.67315,9.67369,0.00,2.48431,2.42579
742,0.00458,2,256,4,256,0,8448.00,0.00,6816.00,6777.77778,643.00,1408.00,0.00,13.39583,24.08887,67.56757,97.4359,80.97222,0.00,0.40681,0.00424,0.09323,0.00,49.18637,49.18637,0.00,0.00,0.57632,0.57632,0.16527,4.80973,0.04238,2.72481,18.92533,0.00,0.00,6.26324,9.40971,0.00,2.30795,2.70814
761,0.00467,2,540,4,540,0,8704.00,0.00,8416.00,8398.14815,3225.00,1450.66667,0.00,67.1875,28.1833,87.87879,97.10145,96.67078,0.00,0.41091,0.00,0.19845,0.00,0.19378,0.19378,0.20545,0.00,1.32611,1.32611,0.16109,6.5325,0.96423,7.52942,74.26223,0.00,0.00,7.85394,11.0091,0.00,2.81991,5.11364
778,0.00422,2,540,4,540,0,4864.00,0.00,7232.00,7194.44444,1122.00,810.66667,0.00,23.375,25.09425,91.75258,100.00,94.30086,0.00,0.79383,0.01804,0.18493,0.00,29.01538,29.01538,0.09472,0.00,2.15597,2.15597,0.23454,10.4551,0.39691,5.06066,36.74169,0.00,0.00,11.78116,9.80244,0.00,2.46698,3.62092
793,0.00438,2,256,4,256,0,1536.00,0.00,7072.00,7037.03704,693.00,256.00,0.00,14.4375,25.67685,59.72222,100.00,108.63014,0.00,0.44712,0.00,0.15477,0.00,61.1178,61.1178,0.00,0.00,0.29235,0.29235,0.18057,4.33792,0.00,2.97936,25.50301,0.00,0.00,6.87876,10.03002,0.00,2.50,2.64447
812,0.00483,2,540,4,540,0,0.00,0.00,6912.00,6870.37037,3225.00,0.00,0.00,67.1875,32.83662,91.75258,100.00,95.24108,0.00,0.40233,0.00455,0.12729,0.00,0.21821,0.21821,0.17957,0.00,1.56612,1.56612,0.15684,5.7917,1.44338,7.33055,74.43515,0.00,0.00,7.65332,12.82681,0.00,3.14308,3.1224
829,0.00394,2,820,4,820,0,0.00,0.00,7008.00,6972.22222,1612.00,0.00,0.00,33.58333,25.09343,88.96552,100.00,95.46498,0.00,0.79619,0.01866,0.23637,0.00,34.849,34.849,0.09641,0.00,1.73856,1.73856,0.23015,11.05651,0.3079,5.01353,33.24729,0.00,0.00,11.79672,9.80212,0.00,2.47132,2.31802
843,0.00422,12,278,24,278,0,7168.00,0.00,8480.00,8453.7037,1008.00,1194.66667,0.00,21.00,25.25604,18.80597,98.93617,99.6882,0.00,0.54953,0.00,0.18191,0.00,51.70166,51.70166,0.00,0.00,0.94368,0.94368,0.36004,4.15751,0.12507,3.82021,37.71318,0.00,0.00,7.4585,9.86564,0.00,2.4554,3.44754
863,0.00442,2,820,4,820,0,256.00,0.00,7904.00,7870.37037,4715.00,42.66667,0.00,98.22917,30.91717,88.96552,100.00,76.5175,0.00,0.38391,0.003,0.16796,0.00,0.15147,0.15147,0.20395,0.00,1.39618,1.39618,0.14847,5.83366,1.08275,7.07087,74.3394,0.00,0.00,7.35581,12.07702,0.00,3.07234,3.28483
877,0.00397,14,370,28,370,0,6656.00,0.00,7200.00,7166.66667,1365.00,1109.33333,0.00,28.4375,24.53679,17.63393,98.98305,84.47837,0.00,0.62879,0.00,0.21379,0.00,47.8794,47.8794,0.00,0.00,1.21671,1.21671,0.37413,3.79162,0.19807,4.29151,33.68441,0.00,0.00,8.56415,9.58468,0.00,2.49317,2.37269
897,0.00438,2,1400,4,1400,0,0.00,0.00,7488.00,7472.22222,7546.00,0.00,0.00,157.20833,32.63537,91.70124,100.00,92.14437,0.00,0.41239,0.00402,0.18708,0.00,0.18809,0.18809,0.17501,0.00,1.47756,1.47756,0.15691,6.56602,1.17581,7.58995,75.08373,0.00,0.00,7.87862,12.74819,0.00,3.17208,3.18068
916,0.00464,2,180,4,180,0,768.00,0.00,6912.00,6861.11111,493.00,128.00,0.00,10.27083,21.70005,63.46154,100.00,89.00846,0.00,0.44061,0.00,0.15911,0.00,52.34686,52.34686,0.00,0.00,0.38553,0.38553,0.18359,5.32403,0.00,3.01695,25.23713,0.00,0.00,6.78049,8.47658,0.00,2.10433,2.4304
929,0.03446,18,2343726,16,2343726,0,1252352.00,0.00,37120.00,37083.33333,3707793.00,208725.33333,0.00,77245.6875,68.20026,99.73961,72.67329,72.00232,0.00,1.86681,0.20593,0.45491,0.00,22.03259,22.03259,0.06934,0.00,7.107,7.107,0.69926,1.21445,3.95245,11.59639,21.14292,0.00,0.36536,28.72017,26.64073,0.00,6.65377,2.37989
933,0.0025,0,0,0,0,0,99072.00,0.00,6752.00,6712.96296,0.00,16512.00,0.00,0.00,0.00,0.00,93.61341,92.48901,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
934,0.00982,0,0,0,0,0,123392.00,3695872.00,14336.00,14259.25926,0.00,20565.33333,615978.66667,0.00,0.00,0.00,97.02405,543.83686,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
995,0.01021,0,0,0,0,0,127488.00,35840.00,14976.00,14944.44444,0.00,21248.00,5973.33333,0.00,0.00,0.00,88.57046,88.57963,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1015,0.01942,19795,400019,16817,0,0,549376.00,0.00,23584.00,23527.77778,43540.00,91562.66667,0.00,907.08333,16.11254,0.00,64.9774,64.90852,0.00,0.17513,0.04868,0.0428,0.00,0.00,0.00,0.03636,0.00,0.74309,0.74309,1.17058,0.25221,1.91085,1.53242,74.86331,0.00,0.00,2.51917,6.29396,0.00,0.00,1.75323
1034,0.00525,2500,3041,2347,0,0,124416.00,0.00,7968.00,7907.40741,10449.00,20736.00,0.00,217.6875,24.23899,0.00,57.58242,55.1871,0.00,0.29318,0.00,0.06741,0.00,0.00,0.00,0.00,0.00,0.29318,0.29318,1.23833,3.28654,0.00,4.72756,80.63459,0.00,0.00,4.9108,9.46836,0.00,0.00,2.1149
1036,0.00528,2500,43793,2347,0,0,1280.00,0.00,7264.00,7259.25926,10449.00,213.33333,0.00,217.6875,24.26705,0.00,76.19444,75.03797,0.00,0.36563,0.00,0.09254,0.00,0.00,0.00,0.00,0.00,0.36563,0.36563,1.52176,4.1263,0.00,5.89576,64.16388,0.00,0.00,6.12428,9.47932,0.00,0.00,2.33655
1038,0.00582,2468,94273,2347,0,0,4608.00,0.00,8608.00,8583.33333,10449.00,768.00,0.00,217.6875,24.33404,0.00,73.60804,73.15242,0.00,0.42198,0.00,0.10549,0.00,0.00,0.00,0.00,0.00,0.42198,0.42198,1.75628,4.7518,0.00,6.80437,84.73135,0.00,0.00,7.06811,9.50548,0.00,0.00,2.35791
1040,0.00582,1920,81907,2347,0,0,14848.00,0.00,7840.00,7833.33333,10036.00,2474.66667,0.00,209.08333,24.3477,0.00,89.25825,89.15902,0.00,0.43515,0.00,0.1108,0.00,0.00,0.00,0.00,0.00,0.41635,0.41635,1.61838,4.89343,0.00,6.73946,79.79975,0.00,0.00,6.94562,9.51082,0.00,0.00,2.47898
1042,0.0032,2500,333,2347,0,0,9216.00,0.00,6016.00,5972.22222,10449.00,1536.00,0.00,217.6875,24.32753,0.00,95.75758,93.74296,0.00,0.42223,0.00,0.10556,0.00,0.00,0.00,0.00,0.00,0.42223,0.42223,1.75732,4.78263,0.00,6.80841,81.02064,0.00,0.00,7.0723,9.50294,0.00,0.00,2.37737
1047,0.00419,1708,514,2215,0,0,124416.00,0.00,7008.00,6953.7037,9159.00,20736.00,0.00,190.8125,24.28399,0.00,49.74306,46.05046,0.00,0.47398,0.00,0.12016,0.00,0.00,0.00,0.00,0.00,0.47398,0.47398,1.90843,5.47494,0.00,7.64288,72.62281,0.00,0.00,7.99836,9.48593,0.00,0.00,2.35508
1049,0.00304,1708,451,2215,0,0,512.00,0.00,5472.00,5435.18519,9159.00,85.33333,0.00,190.8125,24.29401,0.00,98.09322,99.43472,0.00,0.41769,0.00,0.10589,0.00,0.00,0.00,0.00,0.00,0.41769,0.41769,1.68179,4.83138,0.00,6.73525,80.26194,0.00,0.00,6.99631,9.48985,0.00,0.00,2.32261
1051,0.00298,1708,234,2215,0,0,512.00,0.00,5792.00,5759.25926,9159.00,85.33333,0.00,190.8125,24.23735,0.00,98.7152,96.03651,0.00,0.36893,0.00,0.09288,0.00,0.00,0.00,0.00,0.00,0.36893,0.36893,1.48548,4.27197,0.00,5.94906,68.78479,0.00,0.00,6.17965,9.46772,0.00,0.00,2.23381
1057,0.00627,1486,74491,1332,0,0,62976.00,0.00,8448.00,8435.18519,6192.00,10496.00,0.00,129.00,24.39934,0.00,66.06295,65.64481,0.00,0.39267,0.00,0.10328,0.00,0.00,0.00,0.00,0.00,0.39267,0.39267,1.38764,5.02291,0.00,6.33181,76.94085,0.00,0.00,6.57723,9.53099,0.00,0.00,2.4885
1059,0.00406,636,34941,1332,0,0,0.00,0.00,6368.00,6333.33333,5012.00,0.00,0.00,104.41667,24.24327,0.00,76.75026,75.22446,0.00,0.41397,0.00,0.10673,0.00,0.00,0.00,0.00,0.00,0.32773,0.32773,0.84519,5.25658,0.00,5.40319,81.09314,0.00,0.00,5.36007,9.47003,0.00,0.00,2.10941
1061,0.00314,1486,972,1332,0,0,0.00,0.00,5920.00,5861.11111,6192.00,0.00,0.00,129.00,24.42601,0.00,96.5374,92.08088,0.00,0.40292,0.00,0.10388,0.00,0.00,0.00,0.00,0.00,0.40292,0.40292,1.42385,5.10991,0.00,6.49704,80.83731,0.00,0.00,6.74886,9.54141,0.00,0.00,2.34349
1063,0.00365,1486,2628,1332,0,0,5632.00,0.00,6016.00,5962.96296,6192.00,938.66667,0.00,129.00,24.19698,0.00,90.71038,90.12792,0.00,0.3987,0.00,0.10487,0.00,0.00,0.00,0.00,0.00,0.3987,0.3987,1.40895,5.03047,0.00,6.42904,78.7796,0.00,0.00,6.67823,9.45195,0.00,0.00,2.34481
1065,0.0041,1486,20166,1332,0,0,512.00,0.00,6912.00,6879.62963,6192.00,85.33333,0.00,129.00,24.37913,0.00,78.64838,78.05239,0.00,0.39581,0.00,0.10205,0.00,0.00,0.00,0.00,0.00,0.39581,0.39581,1.39874,5.00948,0.00,6.38245,76.86155,0.00,0.00,6.62983,9.5231,0.00,0.00,2.47561
1067,0.00451,1486,37416,1332,0,0,512.00,0.00,7264.00,7240.74074,6192.00,85.33333,0.00,129.00,24.225,0.00,86.66416,85.67884,0.00,0.39285,0.00,0.10333,0.00,0.00,0.00,0.00,0.00,0.39285,0.39285,1.38829,4.98946,0.00,6.33479,88.05885,0.00,0.00,6.58032,9.46289,0.00,0.00,2.37228
