EID,GPU Duration (ms),Rasterized Primitives,Samples Passed,VS Invocations,PS Invocations,CS Invocations,dram__bytes_op_read.sum (bytes),dram__bytes_op_write.sum (bytes),gpu__time_active.sum,gpu__time_duration.sum,sm__inst_executed.sum,dram__bytes_op_read.avg (bytes),dram__bytes_op_write.avg (bytes),sm__inst_executed.avg,tpc__average_registers_per_thread_shader_3d.avg.ratio,l1tex__t_sector_hit_rate.avg.pct (%),lts__average_t_sector_hit_rate_realtime.avg.pct (%),lts__t_sector_hit_rate.avg.pct (%),smsp__warp_issue_stalled_barrier_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_branch_resolving_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_dispatch_stall_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_drain_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_lg_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_long_scoreboard_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_long_scoreboard_pipe_l1tex_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_math_pipe_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_membar_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_mio_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_mio_throttle_pipe_mio_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_misc_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_no_instruction_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_not_selected_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_selected_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_short_scoreboard_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_sleeping_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_tex_throttle_per_warp_active.avg.pct (%),smsp__warp_issue_stalled_wait_per_warp_active.avg.pct (%),tpc__average_registers_per_thread_shader_3d.avg.pct (%),tpc__average_registers_per_thread_shader_cs.avg.pct (%),tpc__average_registers_per_thread_shader_ps.avg.pct (%),tpc__average_registers_per_thread_shader_vtg.avg.pct (%)
5361,0.0049,360,0,355,0,0,768.00,0.00,6176.00,6138.88889,3576.00,128.00,0.00,74.50,64.40958,73.91304,99.40358,100.30411,0.00,0.17468,0.48038,0.04367,0.00,0.00,0.00,0.00,0.00,0.04367,0.04367,0.78607,1.70315,0.00,6.50691,85.03011,0.00,0.00,5.34964,25.15999,0.00,0.00,6.19263
5367,0.00518,720,0,716,13,0,0.00,0.00,6592.00,6564.81481,7052.00,0.00,0.00,146.91667,63.20899,69.64286,99.04632,93.95995,0.00,0.2012,0.48945,0.04933,0.00,0.91506,0.91506,0.0029,0.00,0.0445,0.0445,0.80092,1.87849,0.00,6.82137,82.87113,0.00,0.00,5.83956,24.69101,0.00,1.61467,6.53615
5373,0.00438,360,0,355,0,0,0.00,512.00,5888.00,5861.11111,3576.00,0.00,85.33333,74.50,64.34005,73.91304,100.00,92.05677,0.00,0.1827,0.50244,0.04377,0.00,0.00,0.00,0.00,0.00,0.04568,0.04568,0.82217,1.78517,0.00,6.80572,83.1113,0.00,0.00,5.59531,25.13283,0.00,0.00,6.33248
5379,0.00461,1080,0,1075,0,0,0.00,256.00,6176.00,6129.62963,10430.00,0.00,42.66667,217.29167,64.37716,74.10072,97.53086,92.83294,0.00,0.18609,0.51174,0.04586,0.00,0.00,0.00,0.00,0.00,0.04652,0.04652,0.8374,1.37373,0.00,6.9318,83.50657,0.00,0.00,5.69896,25.14733,0.00,0.00,6.36648
5385,0.00621,1800,0,1795,229,0,0.00,256.00,7616.00,7583.33333,18476.00,0.00,42.66667,384.91667,61.86361,71.59383,95.71162,93.7119,0.00,0.23295,0.45324,0.05354,0.00,2.52703,2.52703,0.00506,0.00,0.05354,0.05354,0.84934,1.16259,0.01194,6.68328,79.84634,0.00,0.00,6.36062,24.16547,0.00,1.62376,6.30019
5389,0.0056,1800,0,1795,942,0,0.00,1536.00,7232.00,7185.18519,21527.00,0.00,256.00,448.47917,55.10945,80.0152,95.80701,93.74024,0.00,0.42146,0.46118,0.0879,0.00,9.03267,9.03267,0.02317,0.00,0.07135,0.07135,0.86351,1.9201,0.11511,7.91724,64.05652,0.00,0.00,9.39639,21.52713,0.00,1.60265,6.26704
5395,0.00582,720,15,716,7432,0,2304.00,1024.00,7776.00,7740.74074,34144.00,384.00,170.66667,711.33333,28.27381,85.29746,99.15552,95.84739,0.00,0.9109,0.13739,0.20079,0.00,33.72599,33.72599,0.13956,0.00,0.15595,0.15595,0.19958,2.66666,0.96682,8.23017,35.48488,0.00,0.00,14.88174,11.04446,0.00,1.58204,6.69963
5401,0.00512,1080,0,1075,9,0,0.00,256.00,7168.00,7148.14815,10628.00,0.00,42.66667,221.41667,63.66577,68.87417,97.33879,93.69811,0.00,0.17286,0.43784,0.03867,0.00,0.36904,0.36904,0.00171,0.00,0.0398,0.0398,0.71647,1.26917,0.00,6.04334,78.57253,0.00,0.00,5.10454,24.86944,0.00,1.67965,5.68759
5407,0.00525,720,0,716,37,0,0.00,0.00,6880.00,6833.33333,7250.00,0.00,0.00,151.04167,62.66026,64.93506,98.48485,93.66185,0.00,0.22285,0.48603,0.05475,0.00,1.14977,1.14977,0.00576,0.00,0.04418,0.04418,0.79533,2.02194,0.00,6.96392,85.64279,0.00,0.00,6.18492,24.47666,0.00,1.61585,6.30677
5411,0.00464,720,0,716,0,0,0.00,0.00,5888.00,5842.59259,6854.00,0.00,0.00,142.79167,64.45365,73.91304,98.4507,93.48639,0.00,0.23856,0.65604,0.05964,0.00,0.00,0.00,0.00,0.00,0.05964,0.05964,1.07351,2.31557,0.00,8.8863,80.91534,0.00,0.00,7.30585,25.17721,0.00,0.00,6.46561
5415,0.00474,720,0,716,0,0,2048.00,0.00,5728.00,5666.66667,6854.00,341.33333,0.00,142.79167,64.64451,73.91304,97.51381,94.57749,0.00,0.23786,0.65411,0.05946,0.00,0.00,0.00,0.00,0.00,0.05946,0.05946,1.07036,2.29456,0.00,8.86022,80.05093,0.00,0.00,7.28441,25.25176,0.00,0.00,6.41215
5421,0.00765,3220,1,5395,22084,0,256.00,1024.00,9280.00,9259.25926,136963.00,42.66667,170.66667,2853.39583,37.23381,88.90894,96.61721,95.92098,0.00,0.74884,0.22795,0.18039,0.00,27.95805,27.95805,0.07794,0.00,0.16113,0.16113,0.67615,1.26626,0.96195,8.64664,45.87264,0.00,0.00,13.55076,14.54446,0.00,1.6061,6.55195
5427,0.00435,0,0,12236,0,0,8704.00,0.00,6016.00,5953.7037,113781.00,1450.66667,0.00,2370.4375,64.45116,91.60305,99.88106,99.73211,0.00,0.22703,0.84456,0.05215,0.00,0.00123,0.00123,0.03249,0.00,0.43193,0.43193,0.00,0.50511,1.84405,8.25277,84.10852,0.00,0.00,4.97352,25.17623,0.00,0.00,6.16267
5433,0.0048,360,0,355,0,0,512.00,0.00,5888.00,5851.85185,3576.00,85.33333,0.00,74.50,64.288,73.91304,99.78495,96.7119,0.00,0.1762,0.48455,0.04405,0.00,0.00,0.00,0.00,0.00,0.04405,0.04405,0.79289,1.69224,0.00,6.56339,85.66185,0.00,0.00,5.39608,25.1125,0.00,0.00,6.37782
5439,0.00746,4586,0,4675,24187,0,10240.00,1280.00,8736.00,8694.44444,141390.00,1706.66667,213.33333,2945.625,36.37142,89.63327,94.88258,94.38224,0.00,0.85127,0.21372,0.20668,0.00,26.69974,26.69974,0.07181,0.00,0.18312,0.18312,0.66914,1.26278,0.90906,9.30215,44.58658,0.00,0.00,15.34291,14.20759,0.00,1.62756,6.20518
5445,0.00618,720,0,10076,7733,0,0.00,0.00,7232.00,7194.44444,124692.00,0.00,0.00,2597.75,52.7893,86.57986,99.69364,99.13697,0.00,0.44378,0.62013,0.10512,0.00,11.81291,11.81291,0.04337,0.00,0.35698,0.35698,0.0614,0.79255,1.87598,8.74095,65.97437,0.00,0.00,8.48046,20.62082,0.00,1.61408,7.0438
5458,0.0079,438,2002,1488,10623,0,52480.00,256.00,10240.00,10222.22222,52033.00,8746.66667,42.66667,1084.02083,16.16019,82.38073,90.66667,89.70644,0.00,0.46787,0.06532,0.05652,0.00,74.94046,74.94046,0.05284,0.00,0.05565,0.05565,0.05226,0.623,0.34908,2.51137,18.44379,0.00,0.00,4.75071,6.31257,0.00,1.54585,6.77413
5464,0.0063,131,4052,496,11246,0,40960.00,512.00,7520.00,7500.00,40131.00,6826.66667,85.33333,836.0625,19.16978,84.88789,92.47599,89.63075,0.00,1.07052,0.06978,0.13026,0.00,58.79703,58.79703,0.1412,0.00,0.28756,0.28756,0.05884,2.23346,1.39605,5.03776,17.27167,0.00,0.00,10.6871,7.48819,0.00,1.40621,6.19893
5468,0.00726,208,6322,496,47259,0,120320.00,3072.00,8032.00,7962.96296,133869.00,20053.33333,512.00,2788.9375,24.70907,88.14465,91.33624,91.18613,0.00,0.82961,0.04931,0.1041,0.00,72.21026,72.21026,0.30638,0.00,0.62107,0.62107,0.0151,0.67989,3.8905,3.74427,7.45859,0.00,0.03969,8.41753,9.65198,0.00,1.51771,6.32027
5474,0.01104,2480,56731,4960,262663,0,17408.00,21760.00,12096.00,12074.07407,771986.00,2901.33333,3626.66667,16083.04167,19.35068,92.07786,97.35194,96.82139,0.00,1.56596,0.10477,0.19323,0.00,54.96034,54.96034,0.45617,0.00,0.35126,0.35126,0.0981,0.64207,5.37549,7.03317,14.18569,0.00,0.01493,15.61748,7.55886,0.00,1.60774,6.3066
5480,0.00589,248,55,496,1686,0,4352.00,1024.00,7136.00,7092.59259,12319.00,725.33333,170.66667,256.64583,37.00582,76.87861,98.84925,99.19058,0.00,1.08894,0.26263,0.13976,0.00,25.85747,25.85747,0.06522,0.00,0.09434,0.09434,0.33542,4.71623,0.23235,7.29185,46.15958,0.00,0.00,12.4326,14.4554,0.00,1.64348,6.15183
5486,0.0057,496,0,992,354,0,1024.00,0.00,6944.00,6888.88889,11177.00,170.66667,0.00,232.85417,57.14088,79.12713,98.05825,90.41757,0.00,0.44609,0.53838,0.06922,0.00,6.61377,6.61377,0.01538,0.00,0.0423,0.0423,0.71528,2.01637,0.07563,7.16369,75.88048,0.00,0.00,7.69758,22.32066,0.00,1.50986,6.20405
5490,0.00586,496,16,992,402,0,0.00,768.00,6496.00,6462.96296,11379.00,0.00,128.00,237.0625,55.40761,69.18317,98.71542,97.61429,0.00,0.59522,0.64954,0.09312,0.00,9.85255,9.85255,0.02639,0.00,0.06053,0.06053,0.86606,2.95747,0.05432,8.83051,68.95701,0.00,0.00,9.71752,21.6436,0.00,1.71197,6.21405
5496,0.00608,248,0,496,141,0,1024.00,0.00,6848.00,6805.55556,5303.00,170.66667,0.00,110.47917,58.6478,68.88889,99.01153,100.44276,0.00,0.28437,0.51735,0.05018,0.00,4.6072,4.6072,0.01195,0.00,0.03823,0.03823,0.68821,2.22116,0.01434,6.57745,80.19356,0.00,0.00,6.54758,22.9093,0.00,1.47153,6.12393
5509,0.00803,3114,0,3294,15546,0,18432.00,512.00,9728.00,9685.18519,94286.00,3072.00,85.33333,1964.29167,31.01018,88.25146,93.55327,91.9979,0.00,0.39444,0.10436,0.09522,0.00,52.43628,52.43628,0.05149,0.00,0.07969,0.07969,0.24866,0.68049,0.49352,4.3733,33.44807,0.00,0.00,7.14776,12.11335,0.00,1.63274,6.30966
5515,0.00653,6055,0,6390,0,0,1024.00,256.00,7680.00,7666.66667,60196.00,170.66667,42.66667,1254.08333,64.38681,94.04467,92.47949,91.58886,0.00,0.19665,0.57401,0.04636,0.00,0.00,0.00,0.00146,0.00,0.3888,0.3888,1.68783,0.75034,0.5891,7.3252,82.13555,0.00,0.00,6.02812,25.1511,0.00,0.00,5.99157
5519,0.00438,15,0,6390,0,0,1024.00,0.00,5216.00,5157.40741,58796.00,170.66667,0.00,1224.91667,64.50154,94.04467,100.00,100.53166,0.00,0.27756,0.80932,0.06527,0.00,0.00,0.00,0.00189,0.00,0.22861,0.22861,0.01237,1.05545,0.79352,10.09867,79.61629,0.00,0.00,6.06614,25.19591,0.00,0.00,5.39278
5525,0.00634,5363,0,5661,43,0,0.00,2560.00,7808.00,7796.2963,53870.00,0.00,426.66667,1122.29167,63.97624,87.26592,92.75935,91.98988,0.00,0.19712,0.50268,0.0473,0.00,0.33943,0.33943,0.00145,0.00,0.19422,0.19422,1.91876,0.83025,0.17103,7.09816,79.45368,0.00,0.00,5.92401,24.99072,0.00,1.67661,6.09241
5531,0.00781,10380,0,10947,14870,0,0.00,768.00,9952.00,9925.92593,167260.00,0.00,128.00,3484.58333,50.5723,91.21702,92.74728,91.89836,0.00,0.34869,0.28904,0.0839,0.00,6.73347,6.73347,0.03106,0.00,0.43857,0.43857,0.57927,0.46497,0.64781,5.52707,38.28371,0.00,0.00,7.13793,19.75481,0.00,1.64259,8.06683
5537,0.00576,692,0,741,4527,0,0.00,0.00,6880.00,6842.59259,27216.00,0.00,0.00,567.00,34.0574,87.78656,99.26874,93.82433,0.00,0.8223,0.17933,0.19558,0.00,27.70231,27.70231,0.11247,0.00,0.13997,0.13997,0.26993,2.60843,0.79637,8.50293,42.45246,0.00,0.00,14.57895,13.30367,0.00,1.6184,5.97769
5543,0.00442,340,0,6750,0,0,0.00,0.00,5984.00,5944.44444,62109.00,0.00,0.00,1293.9375,64.39987,92.85714,99.9031,98.82501,0.00,0.18621,0.56791,0.04316,0.00,0.00,0.00,0.00262,0.00,0.20402,0.20402,0.07387,0.69674,0.74952,6.78701,71.97219,0.00,0.00,4.20591,25.1562,0.00,0.00,6.28041
5556,0.01101,0,0,56061,0,0,44288.00,0.00,13056.00,13000.00,518271.00,7381.33333,0.00,10797.3125,64.52299,98.65527,99.04488,99.10107,0.00,0.25875,1.2691,0.06161,0.00,0.00,0.00,0.06118,0.00,1.35499,1.35499,0.00,0.45955,3.92819,9.40273,75.23448,0.00,0.00,5.68809,25.20429,0.00,0.00,5.79226
5562,0.00653,0,0,27262,0,0,0.00,2048.00,7552.00,7537.03704,252006.00,0.00,341.33333,5250.125,64.57464,97.23582,100.00,100.69266,0.00,0.293,1.24457,0.06863,0.00,0.00,0.00,0.06766,0.00,0.44786,0.44786,0.00,0.5267,2.82024,10.63042,83.81705,0.00,0.00,6.4202,25.22447,0.00,0.00,6.35868
5568,0.00765,396,7047,513,54346,0,178432.00,12544.00,8928.00,8888.88889,146529.00,29738.66667,2090.66667,3052.6875,16.23627,88.43342,82.74783,81.11388,0.00,0.56833,0.02291,0.07596,0.00,84.00197,84.00197,0.15416,0.00,0.23983,0.23983,0.01136,0.47092,1.62829,2.72269,5.3232,0.00,0.98348,5.97574,6.34229,0.00,1.50309,6.28701
5574,0.00819,458,15996,1031,118223,0,220672.00,9472.00,9024.00,8972.22222,296788.00,36778.66667,1578.66667,6183.08333,17.22623,88.70968,87.81998,86.88121,0.00,1.09985,0.07187,0.14403,0.00,65.90239,65.90239,0.37932,0.00,0.73922,0.73922,0.01584,0.56932,5.27688,5.21957,10.05717,0.00,0.03526,11.61603,6.729,0.00,1.56622,6.83541
5578,0.01386,778,84547,1031,641528,0,526848.00,32512.00,14688.00,14675.92593,1527245.00,87808.00,5418.66667,31817.60417,16.36581,89.58782,92.80846,92.67055,0.00,1.10794,0.0528,0.15757,0.00,67.04327,67.04327,0.35246,0.00,0.34169,0.34169,0.0043,0.46984,4.22702,5.53442,8.01802,0.00,0.03567,12.27706,6.39289,0.00,1.5952,6.54202
5582,0.00736,396,9688,1031,89624,0,6656.00,1280.00,8032.00,7981.48148,227222.00,1109.33333,213.33333,4733.79167,17.89957,88.14309,99.42294,98.69502,0.00,1.08357,0.06506,0.14906,0.00,63.56662,63.56662,0.3584,0.00,0.64436,0.64436,0.01435,0.68126,4.47053,5.33494,9.59496,0.00,0.18484,11.60418,6.99202,0.00,1.62746,6.83741
5588,0.00794,3425,93,10803,35220,0,7168.00,1792.00,8736.00,8731.48148,222601.00,1194.66667,298.66667,4637.52083,41.03955,88.08996,96.49444,95.47598,0.00,0.85036,0.49705,0.17494,0.00,23.17007,23.17007,0.09856,0.00,0.52351,0.52351,0.32526,0.77478,2.5021,9.33335,49.07263,0.00,0.00,13.60395,16.03107,0.00,1.66821,6.37636
5594,0.01338,14832,1855,37034,167386,0,16384.00,13568.00,13568.00,13564.81481,889513.00,2730.66667,2261.33333,18531.52083,36.11837,92.14511,95.34865,95.20221,0.00,1.3379,0.45371,0.22639,0.00,21.23455,21.23455,0.15966,0.00,0.29652,0.29652,0.35477,0.79572,2.99989,11.2907,37.24973,0.00,0.00,18.07999,14.10874,0.00,1.61572,5.69557
5600,0.01882,37575,6001,70466,355792,0,13056.00,14592.00,19392.00,19342.59259,1834045.00,2176.00,2432.00,38209.27083,29.56864,95.0953,94.36001,94.23292,0.00,1.5063,0.67562,0.22466,0.00,27.04769,27.04769,0.35044,0.00,1.12381,1.12381,0.42702,0.90013,6.54378,11.09477,26.36986,0.00,0.00,18.73359,11.55025,0.00,1.73597,6.0618
5606,0.01338,17660,7722,25201,217810,0,14080.00,19712.00,14368.00,14314.81481,920391.00,2346.66667,3285.33333,19174.8125,29.85074,92.74827,94.71539,94.10879,0.00,1.62782,0.35847,0.22766,0.00,32.19466,32.19466,0.2056,0.00,0.48384,0.48384,0.38562,0.71946,3.52944,9.86174,31.15871,0.00,0.00002,18.6724,11.66045,0.00,1.64403,6.31874
5612,0.00605,396,746,513,9897,0,512.00,768.00,7392.00,7361.11111,33579.00,85.33333,128.00,699.5625,24.99978,86.46046,99.78784,97.59298,0.00,1.49268,0.10513,0.19395,0.00,40.18602,40.18602,0.18624,0.00,0.2234,0.2234,0.13866,3.50262,1.209,7.60839,30.54117,0.00,0.00,15.57522,9.76554,0.00,1.62371,6.53436
5616,0.00618,396,619,513,7731,0,2304.00,2048.00,6880.00,6851.85185,30514.00,384.00,341.33333,635.70833,23.62293,85.15367,99.42322,95.99649,0.00,1.57842,0.11845,0.20629,0.00,41.05027,41.05027,0.14799,0.00,0.17754,0.17754,0.1629,3.66336,1.08573,8.12206,25.94698,0.00,0.00,16.49112,9.22771,0.00,1.58667,6.33969
5620,0.00672,396,5279,513,45866,0,2816.00,2560.00,7616.00,7583.33333,128250.00,469.33333,426.66667,2671.875,17.76001,88.24668,99.31717,99.60553,0.00,1.22828,0.0812,0.16973,0.00,56.48729,56.48729,0.55531,0.00,0.62431,0.62431,0.02894,1.06791,6.02545,6.06844,12.02172,0.00,0.02421,13.22821,6.93751,0.00,1.60249,6.33147
5624,0.00675,396,7706,513,55496,0,9216.00,7424.00,7648.00,7592.59259,152848.00,1536.00,1237.33333,3184.33333,16.95989,88.12879,98.74521,97.17821,0.00,1.20125,0.07808,0.1696,0.00,58.07706,58.07706,0.54288,0.00,0.78261,0.78261,0.02406,1.00386,6.0439,6.0117,11.43193,0.00,0.00625,13.12106,6.62496,0.00,1.57957,6.31723
5630,0.00397,0,0,1031,0,0,0.00,0.00,5152.00,5120.37037,9603.00,0.00,0.00,200.0625,64.34721,75.00,100.00,103.15172,0.00,0.105,0.35439,0.02506,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80742,0.00,3.81954,47.81082,0.00,0.00,2.28385,25.13563,0.00,0.00,6.39578
5636,0.00541,396,1,513,2163,0,2304.00,256.00,6944.00,6907.40741,12935.00,384.00,42.66667,269.47917,37.75849,81.28167,99.14005,96.04767,0.00,0.58895,0.19864,0.12496,0.00,20.5307,20.5307,0.05974,0.00,0.07069,0.07069,0.30468,3.60142,0.32211,6.37343,39.13474,0.00,0.00,9.91412,14.74941,0.00,1.70871,6.38588
5642,0.00592,792,4,1031,7409,0,768.00,512.00,7200.00,7175.92593,34740.00,128.00,85.33333,723.75,33.04181,81.4695,98.75654,96.36953,0.00,1.00304,0.1902,0.19192,0.00,24.99761,24.99761,0.13891,0.00,0.15462,0.15462,0.29156,2.72982,0.85996,8.52593,41.39517,0.00,0.00,14.81705,12.90696,0.00,1.56836,6.36165
5648,0.00867,8316,116,10803,35972,0,2560.00,4608.00,9760.00,9722.22222,230631.00,426.66667,768.00,4804.8125,41.56846,87.73092,93.92044,93.96311,0.00,1.02811,0.49087,0.18606,0.00,18.52305,18.52305,0.06212,0.00,1.17568,1.17568,0.81095,0.80475,2.02331,9.7775,49.10935,0.00,0.00,15.13155,16.23768,0.00,1.61153,6.5671
5654,0.01363,22176,1913,28805,160645,0,11008.00,12288.00,15968.00,15925.92593,813577.00,1834.66667,2048.00,16949.52083,33.24062,93.1271,93.63242,93.42738,0.00,1.54711,0.49925,0.25056,0.00,21.31331,21.31331,0.12421,0.00,1.84723,1.84723,0.64311,0.83497,2.79911,11.77496,37.6518,0.00,0.00,20.33108,12.98462,0.00,1.63234,6.96746
5660,0.00717,2376,475,3088,22450,0,4352.00,2304.00,8128.00,8111.11111,102676.00,725.33333,384.00,2139.08333,34.8317,85.17952,96.1326,95.84173,0.00,1.3138,0.19902,0.20757,0.00,25.45889,25.45889,0.10044,0.00,0.16426,0.16426,0.4147,1.51166,1.09437,9.15096,45.55473,0.00,0.00,16.43831,13.60613,0.00,1.63562,6.51447
5666,0.00589,1188,1076,1545,12596,0,9728.00,2048.00,7648.00,7620.37037,55613.00,1621.33333,341.33333,1158.60417,32.58256,84.17651,96.22862,95.89363,0.00,1.43011,0.18636,0.19393,0.00,29.21831,29.21831,0.15742,0.00,0.19545,0.19545,0.2806,1.90494,1.32799,8.42594,40.77961,0.00,0.00,15.83525,12.72756,0.00,1.58954,6.28464
5672,0.00618,792,928,1031,11312,0,3328.00,3072.00,7552.00,7518.51852,47167.00,554.66667,512.00,982.64583,29.01323,84.77262,98.2027,94.32977,0.00,1.55754,0.14568,0.20442,0.00,33.93523,33.93523,0.13765,0.00,0.18086,0.18086,0.2121,2.30239,1.11299,8.409,33.69189,0.00,0.00,16.50307,11.33329,0.00,1.62043,6.28536
5676,0.00678,792,2335,1031,25320,0,1536.00,3584.00,7520.00,7462.96296,91077.00,256.00,597.33333,1897.4375,20.99071,87.12729,98.8024,95.63431,0.00,1.5398,0.09401,0.21603,0.00,47.97259,47.97259,0.3271,0.00,0.26524,0.26524,0.10667,1.46815,3.12711,8.17778,19.78849,0.00,0.00,16.98472,8.1995,0.00,1.63752,6.5151
5682,0.00714,1188,6949,1545,59334,0,22528.00,22784.00,8480.00,8481.48148,183365.00,3754.66667,3797.33333,3820.10417,20.77478,87.60469,96.44502,95.10437,0.00,1.49252,0.0972,0.20679,0.00,48.44796,48.44796,0.45567,0.00,0.28344,0.28344,0.07703,0.99984,4.57401,7.62626,18.44748,0.00,0.00,16.18878,8.11515,0.00,1.59868,6.2907
5688,0.00525,396,0,513,1606,0,2048.00,768.00,6432.00,6398.14815,12260.00,341.33333,128.00,255.41667,38.84551,79.99358,99.25743,96.82249,0.00,0.64666,0.25084,0.15782,0.00,23.49209,23.49209,0.0834,0.00,0.10778,0.10778,0.39261,3.43795,0.47409,7.82278,48.86065,0.00,0.00,12.1377,15.17403,0.00,1.59292,6.23918
5694,0.00835,9108,73,11832,40104,0,5120.00,7424.00,10016.00,10000.00,269613.00,853.33333,1237.33333,5616.9375,40.64115,90.11269,93.90471,93.31765,0.00,0.9609,0.42418,0.20293,0.00,20.00833,20.00833,0.07725,0.00,1.11459,1.11459,0.78591,0.81659,1.69936,10.24447,95.27095,0.00,0.00,15.94384,15.87545,0.00,1.6407,6.32836
5700,0.01389,28512,1393,37034,186616,0,8448.00,25600.00,15072.00,15055.55556,1002849.00,1408.00,4266.66667,20892.6875,35.51119,95.10267,93.19493,92.93467,0.00,1.63877,0.53227,0.28782,0.00,17.48171,17.48171,0.14056,0.00,0.6982,0.6982,0.74427,0.9746,3.14278,13.66516,40.63538,0.00,0.00,23.2093,13.87156,0.00,1.65232,6.05569
5706,0.00742,4356,598,5660,18973,0,3584.00,3328.00,8352.00,8296.2963,122822.00,597.33333,554.66667,2558.79167,42.85107,84.98396,94.32825,70.21351,0.00,1.09685,0.27199,0.16294,0.00,17.06923,17.06923,0.0485,0.00,0.16929,0.16929,0.93865,1.28649,0.56104,8.95868,53.77264,0.00,0.00,13.80326,16.7387,0.00,1.67269,6.65025
5712,0.00582,792,0,1031,719,0,0.00,512.00,7040.00,7000.00,12554.00,0.00,85.33333,261.54167,54.82782,74.5411,97.57986,47.93637,0.00,0.38281,0.3892,0.07028,0.00,8.28763,8.28763,0.02449,0.00,0.04259,0.04259,0.63251,2.16056,0.04259,6.71913,78.30339,0.00,0.00,7.46771,21.41712,0.00,1.57447,6.41234
5716,0.00547,792,27,1031,1911,0,512.00,0.00,6816.00,6796.2963,16502.00,85.33333,0.00,343.79167,44.70601,80.99241,98.39933,53.66964,0.00,0.83284,0.37455,0.12686,0.00,19.35539,19.35539,0.05315,0.00,0.06368,0.06368,0.59567,3.20049,0.15343,8.30785,55.18457,0.00,0.00,11.54193,17.46329,0.00,1.56074,6.18325
5722,0.00547,1188,0,1545,304,0,0.00,512.00,7264.00,7231.48148,16233.00,0.00,85.33333,338.1875,62.24136,87.69932,96.82759,54.28038,0.00,0.24975,0.42932,0.05019,0.00,2.75747,2.75747,0.0047,0.00,0.04156,0.04156,0.72612,1.35815,0.00235,6.20773,77.71404,0.00,0.00,5.61609,24.31303,0.00,1.40628,6.25125
5728,0.00848,9108,0,11832,16635,0,2304.00,3328.00,9408.00,9388.88889,181554.00,384.00,554.66667,3782.375,49.85892,86.83865,92.98093,80.77393,0.00,0.59506,0.63505,0.14212,0.00,12.41596,12.41596,0.05086,0.00,1.35789,1.35789,0.99249,0.75497,1.60643,9.37906,61.30782,0.00,0.00,12.08558,19.47614,0.00,1.62312,6.2919
5734,0.00867,11088,2,14400,17944,0,0.00,5120.00,10176.00,10129.62963,209010.00,0.00,853.33333,4354.375,50.67856,86.86715,92.59643,80.12722,0.00,0.60138,0.73226,0.13728,0.00,10.76174,10.76174,0.07779,0.00,1.02327,1.02327,1.15152,0.68226,2.28474,9.63478,62.5765,0.00,0.00,12.08837,19.79631,0.00,1.624,6.324
5740,0.0121,28116,10,36520,19451,0,0.00,33536.00,13152.00,13129.62963,432114.00,0.00,5589.33333,9002.375,54.76027,87.51811,91.45292,85.26424,0.00,0.57723,0.92276,0.12699,0.00,6.45983,6.45983,0.05622,0.00,0.77637,0.77637,1.41823,0.67416,1.87015,11.34405,58.18254,0.00,0.00,12.3264,21.39073,0.00,1.5985,6.68267
5746,0.00829,11088,14,14400,6831,0,0.00,12544.00,9344.00,9314.81481,166656.00,0.00,2090.66667,3472.00,57.04261,80.17511,92.32673,80.92613,0.00,0.4008,0.83401,0.08731,0.00,5.8268,5.8268,0.04715,0.00,1.73406,1.73406,1.31043,0.57482,2.39984,8.32774,68.97735,0.00,0.00,8.82014,22.28227,0.00,1.6138,6.70053
5752,0.00534,396,12,513,269,0,231168.00,1792.00,6912.00,6861.11111,6068.00,38528.00,298.66667,126.41667,57.52149,76.72209,42.89389,42.62661,0.00,0.4021,0.41536,0.06407,0.00,5.90672,5.90672,0.01878,0.00,0.03756,0.03756,0.67606,2.45902,0.03756,6.70319,77.75286,0.00,0.00,7.11414,22.46933,0.00,1.5395,6.2022
5758,0.00531,1188,0,1545,281,0,201472.00,3328.00,6880.00,6870.37037,15961.00,33578.66667,554.66667,332.52083,61.57767,76.80921,62.19512,72.5737,0.00,0.24574,0.48485,0.05171,0.00,2.73848,2.73848,0.00884,0.00,0.05436,0.05436,0.81854,1.27863,0.02166,7.0252,86.19623,0.00,0.00,6.36091,24.05378,0.00,1.58292,6.39148
